variant,task,model,seed,peft,peft_type,type,metric_key,metric_value,trainable_params_count,train_time,avg_memory_allocated_mb,max_memory_allocated_mb,avg_memory_reserved_mb,max_memory_reserved_mb,train_samples_per_second,train_steps_per_second,total_flos,rank,lora_alpha,lora_dropout,lora_ranks,model_family,file
kd-lora,mrpc,bert,123,mrlora,mrlora,1,eval_accuracy,0.7083333333333334,0.868658,7.0443,301.555712,301.555712,1738.539008,1738.539008,1562.107,12.35,376218398490624.0,8,16,0.05,"[8, 4, 2, 1]",bert,results/kd-lora/task_mrpc_bert_123/base_32_5e-05_0.01/peft_mrlora_16_0.05_8/metrics.json
kd-lora,mrpc,bert,123,olora,olora,1,eval_accuracy,0.7156862745098039,0.739586,4.1296,299.081728,299.081728,1073.741824,1073.741824,2664.639,21.067,375114499620864.0,8,16,0.05,,bert,results/kd-lora/task_mrpc_bert_123/base_32_5e-05_0.01/peft_olora_16_0.05_8/metrics.json
kd-lora,mrpc,bert,123,rslora,rslora,1,eval_accuracy,0.7034313725490197,0.739586,4.0978,300.8512,300.8512,1098.907648,1098.907648,2685.318,21.231,375114499620864.0,8,16,0.05,,bert,results/kd-lora/task_mrpc_bert_123/base_32_5e-05_0.01/peft_rslora_16_0.05_8/metrics.json
kd-lora,mrpc,bert,42,adalora,adalora,1,eval_accuracy,0.7083333333333334,0.813458,8.7502,300.352512,300.352512,3229.61408,3229.61408,1257.577,9.943,1502985553182720.0,8,16,0.05,"[32, 16, 8, 4, 2]",bert,results/kd-lora/task_mrpc_bert_42/base_32_5e-05_0.01/peft_adalora_16_0.05_8/metrics.json
kd-lora,mrpc,bert,42,dora,dora,1,eval_accuracy,0.7132352941176471,0.748802,10.4395,300.081152,300.081152,3944.742912,3944.742912,1054.076,8.334,1500773275926528.0,8,16,0.05,"[32, 16, 8, 4, 2]",bert,results/kd-lora/task_mrpc_bert_42/base_32_5e-05_0.01/peft_dora_16_0.05_8/metrics.json
kd-lora,mrpc,bert,42,lora,lora,1,eval_accuracy,0.7132352941176471,0.739586,14.3636,299.147264,299.147264,3244.294144,3244.294144,766.104,6.057,1500457998483456.0,8,16,0.05,,bert,results/kd-lora/task_mrpc_bert_42/base_32_5e-05_0.01/peft_lora_16_0.05_8/metrics.json
kd-lora,mrpc,bert,42,mrlora,mrlora,1,eval_accuracy,0.7181372549019608,0.868658,8.0187,301.607424,301.607424,1730.1503999999998,1730.1504,1372.295,10.85,376218398490624.0,8,16,0.05,"[8, 4, 2, 1]",bert,results/kd-lora/task_mrpc_bert_42/base_32_5e-05_0.01/peft_mrlora_16_0.05_8/metrics.json
kd-lora,mrpc,bert,42,olora,olora,1,eval_accuracy,0.7132352941176471,0.739586,8.7544,299.933696,299.933696,3240.0998400000003,3240.09984,1256.967,9.938,1500457998483456.0,8,16,0.05,"[32, 16, 8, 4, 2]",bert,results/kd-lora/task_mrpc_bert_42/base_32_5e-05_0.01/peft_olora_16_0.05_8/metrics.json
kd-lora,mrpc,bert,42,rslora,rslora,1,eval_accuracy,0.7107843137254902,0.739586,8.3089,299.377664,299.377664,3252.682752,3252.682752,1324.362,10.471,1500457998483456.0,8,16,0.05,"[32, 16, 8, 4, 2]",bert,results/kd-lora/task_mrpc_bert_42/base_32_5e-05_0.01/peft_rslora_16_0.05_8/metrics.json
kd-lora,qnli,bert,123,adalora,adalora,1,eval_accuracy,0.8411129416071755,0.813458,120.534,299.500544,299.500544,1075.838976,1075.838976,2606.973,20.384,1.0611596904628224e+16,8,16,0.05,,bert,results/kd-lora/task_qnli_bert_123/base_32_5e-05_0.01/peft_adalora_16_0.05_8/metrics.json
kd-lora,qnli,bert,123,dora,dora,1,eval_accuracy,0.8643602416254805,0.748802,137.5024,297.65632,297.65632,1241.513984,1241.513984,2285.261,17.869,1.0595977182314496e+16,8,16,0.05,,bert,results/kd-lora/task_qnli_bert_123/base_32_5e-05_0.01/peft_dora_16_0.05_8/metrics.json
kd-lora,qnli,bert,123,lora,lora,1,eval_accuracy,0.8638110928061504,0.739586,116.5646,297.508864,297.508864,1073.741824,1073.741824,2695.749,21.078,1.0593751315513344e+16,8,16,0.05,,bert,results/kd-lora/task_qnli_bert_123/base_32_5e-05_0.01/peft_lora_16_0.05_8/metrics.json
kd-lora,qnli,bert,123,mrlora,mrlora,1,eval_accuracy,0.861431447922387,0.868658,184.7544,300.79744,300.79744,1738.539008,1738.539008,1700.793,13.299,1.062492633563136e+16,8,16,0.05,"[8, 4, 2, 1]",bert,results/kd-lora/task_qnli_bert_123/base_32_5e-05_0.01/peft_mrlora_16_0.05_8/metrics.json
