variant,task,model,seed,peft,peft_type,type,metric_key,metric_value,trainable_params_count,train_time,avg_memory_allocated_mb,max_memory_allocated_mb,avg_memory_reserved_mb,max_memory_reserved_mb,train_samples_per_second,train_steps_per_second,total_flos,rank,lora_alpha,lora_dropout,lora_ranks,model_family,file
kd-lora,cola,deberta,123,dora,dora,1,eval_matthews_correlation,0.4467810196909267,0.15821,16.6967,588.269568,588.269568,2820.66944,2820.66944,1536.411,12.038,855186742444032.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_cola_deberta_123/base_32_5e-05_0.01/peft_dora_16_0.05_8/metrics.json
kd-lora,cola,deberta,123,lora,lora,1,eval_matthews_correlation,0.4525812662403045,0.148994,13.8709,589.236224,589.236224,2669.674496,2669.674496,1849.407,14.491,855004642541568.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_cola_deberta_123/base_32_5e-05_0.01/peft_lora_16_0.05_8/metrics.json
kd-lora,cola,deberta,123,mrlora,mrlora,1,eval_matthews_correlation,0.5442570546927161,0.278066,22.6171,590.20544,590.20544,3334.47168,3334.47168,1134.229,8.887,857554947145728.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_cola_deberta_123/base_32_5e-05_0.01/peft_mrlora_16_0.05_8/metrics.json
kd-lora,cola,deberta,123,olora,olora,1,eval_matthews_correlation,0.45296168452332813,0.148994,13.8116,588.122112,588.122112,2644.508672,2644.508672,1857.354,14.553,855004642541568.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_cola_deberta_123/base_32_5e-05_0.01/peft_olora_16_0.05_8/metrics.json
kd-lora,cola,deberta,123,rslora,rslora,1,eval_matthews_correlation,0.4894438592062726,0.148994,13.868,588.122112,588.122112,2644.508672,2644.508672,1849.799,14.494,855004642541568.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_cola_deberta_123/base_32_5e-05_0.01/peft_rslora_16_0.05_8/metrics.json
kd-lora,cola,deberta,2024,adalora,adalora,1,eval_matthews_correlation,0.18677315974228884,0.222866,15.6638,589.326848,589.326848,2625.634304,2625.634304,1637.73,12.832,856464562323456.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_cola_deberta_2024/base_32_5e-05_0.01/peft_adalora_16_0.05_8/metrics.json
kd-lora,cola,deberta,2024,dora,dora,1,eval_matthews_correlation,0.4411639300307432,0.15821,18.0401,588.269568,588.269568,2818.572288,2818.572288,1422.0,11.142,855186742444032.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_cola_deberta_2024/base_32_5e-05_0.01/peft_dora_16_0.05_8/metrics.json
kd-lora,cola,deberta,2024,lora,lora,1,eval_matthews_correlation,0.4440812070468994,0.148994,14.9281,589.236224,589.236224,2669.674496,2669.674496,1718.441,13.465,855004642541568.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_cola_deberta_2024/base_32_5e-05_0.01/peft_lora_16_0.05_8/metrics.json
kd-lora,cola,deberta,2024,mrlora,mrlora,1,eval_matthews_correlation,0.5561508659240181,0.278066,23.3612,590.20544,590.20544,3334.47168,3334.47168,1098.103,8.604,857554947145728.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_cola_deberta_2024/base_32_5e-05_0.01/peft_mrlora_16_0.05_8/metrics.json
kd-lora,cola,deberta,2024,olora,olora,1,eval_matthews_correlation,0.4673915300903121,0.148994,14.2177,588.122112,588.122112,2619.342848,2619.342848,1804.298,14.137,855004642541568.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_cola_deberta_2024/base_32_5e-05_0.01/peft_olora_16_0.05_8/metrics.json
kd-lora,cola,deberta,2024,rslora,rslora,1,eval_matthews_correlation,0.5205935908642821,0.148994,15.0701,588.122112,588.122112,2619.342848,2619.342848,1702.243,13.338,855004642541568.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_cola_deberta_2024/base_32_5e-05_0.01/peft_rslora_16_0.05_8/metrics.json
kd-lora,cola,deberta,42,adalora,adalora,1,eval_matthews_correlation,0.11382192951310593,0.222866,14.5112,589.326848,589.326848,2650.800128,2650.800128,1767.802,13.851,856464562323456.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_cola_deberta_42/base_32_5e-05_0.01/peft_adalora_16_0.05_8/metrics.json
kd-lora,cola,deberta,42,dora,dora,1,eval_matthews_correlation,0.46404096692342206,0.15821,16.1796,588.269568,588.269568,2820.66944,2820.66944,1585.514,12.423,855186742444032.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_cola_deberta_42/base_32_5e-05_0.01/peft_dora_16_0.05_8/metrics.json
kd-lora,cola,deberta,42,lora,lora,1,eval_matthews_correlation,0.46404096692342206,0.148994,13.3567,589.236224,589.236224,2669.674496,2669.674496,1920.614,15.049,855004642541568.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_cola_deberta_42/base_32_5e-05_0.01/peft_lora_16_0.05_8/metrics.json
kd-lora,cola,deberta,42,mrlora,mrlora,1,eval_matthews_correlation,0.5630125915007046,0.278066,22.4262,590.20544,590.20544,3334.47168,3334.47168,1143.884,8.963,857554947145728.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_cola_deberta_42/base_32_5e-05_0.01/peft_mrlora_16_0.05_8/metrics.json
kd-lora,cola,deberta,42,olora,olora,1,eval_matthews_correlation,0.4869603682896572,0.148994,13.467,588.122112,588.122112,2644.508672,2644.508672,1904.875,14.925,855004642541568.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_cola_deberta_42/base_32_5e-05_0.01/peft_olora_16_0.05_8/metrics.json
