variant,task,model,seed,peft,peft_type,type,metric_key,metric_value,trainable_params_count,train_time,avg_memory_allocated_mb,max_memory_allocated_mb,avg_memory_reserved_mb,max_memory_reserved_mb,train_samples_per_second,train_steps_per_second,total_flos,rank,lora_alpha,lora_dropout,lora_ranks,model_family,file
kd-lora,mnli,roberta,123,mrlora,mrlora,1,matched_accuracy,0.8181355068772287,0.869427,674.7113,360.037376,360.037376,1839.2023039999997,1839.202304,1746.089,13.641,3.980270210383872e+16,8,16,0.05,"[8, 4, 2, 1]",roberta,results/kd-lora/task_mnli_roberta_123/base_32_5e-05_0.01/peft_mrlora_16_0.05_8/metrics.json
kd-lora,mnli,roberta,123,olora,olora,1,matched_accuracy,0.7973509933774835,0.740355,471.1871,357.574656,357.574656,1184.89088,1184.89088,2500.293,19.534,3.968591979557683e+16,8,16,0.05,"[8, 4, 2, 1]",roberta,results/kd-lora/task_mnli_roberta_123/base_32_5e-05_0.01/peft_olora_16_0.05_8/metrics.json
kd-lora,mnli,roberta,123,rslora,rslora,1,matched_accuracy,0.801935812531839,0.740355,462.8064,358.36108799999994,358.361088,1176.502272,1176.502272,2545.57,19.887,3.968591979557683e+16,8,16,0.05,"[8, 4, 2, 1]",roberta,results/kd-lora/task_mnli_roberta_123/base_32_5e-05_0.01/peft_rslora_16_0.05_8/metrics.json
kd-lora,mnli,roberta,2024,adalora,adalora,1,matched_accuracy,0.7755476311767703,0.814227,507.4704,359.56633600000004,359.566336,1182.793728,1182.793728,2321.527,18.137,3.975276988779725e+16,8,16,0.05,"[8, 4, 2, 1]",roberta,results/kd-lora/task_mnli_roberta_2024/base_32_5e-05_0.01/peft_adalora_16_0.05_8/metrics.json
kd-lora,mnli,roberta,2024,dora,dora,1,matched_accuracy,0.7986754966887417,0.749571,578.4965,358.508544,358.508544,1337.982976,1337.982976,2036.496,15.91,3.969425954832384e+16,8,16,0.05,"[8, 4, 2, 1]",roberta,results/kd-lora/task_mnli_roberta_2024/base_32_5e-05_0.01/peft_dora_16_0.05_8/metrics.json
kd-lora,mnli,roberta,2024,lora,lora,1,matched_accuracy,0.7988792664289353,0.740355,424.0651,357.574656,357.574656,1172.307968,1172.307968,2778.125,21.704,3.968591979557683e+16,8,16,0.05,"[8, 4, 2, 1]",roberta,results/kd-lora/task_mnli_roberta_2024/base_32_5e-05_0.01/peft_lora_16_0.05_8/metrics.json
kd-lora,mnli,roberta,2024,mrlora,mrlora,1,matched_accuracy,0.8215995924605196,0.869427,730.3823,360.037376,360.037376,1839.2023039999997,1839.202304,1612.999,12.602,3.980270210383872e+16,8,16,0.05,"[8, 4, 2, 1]",roberta,results/kd-lora/task_mnli_roberta_2024/base_32_5e-05_0.01/peft_mrlora_16_0.05_8/metrics.json
kd-lora,mnli,roberta,2024,olora,olora,1,matched_accuracy,0.7960264900662252,0.740355,421.9185,357.574656,357.574656,1184.89088,1184.89088,2792.26,21.815,3.968591979557683e+16,8,16,0.05,"[8, 4, 2, 1]",roberta,results/kd-lora/task_mnli_roberta_2024/base_32_5e-05_0.01/peft_olora_16_0.05_8/metrics.json
kd-lora,mnli,roberta,2024,rslora,rslora,1,matched_accuracy,0.8144676515537442,0.740355,479.0702,358.36108799999994,358.361088,1176.502272,1176.502272,2459.151,19.212,3.968591979557683e+16,8,16,0.05,"[8, 4, 2, 1]",roberta,results/kd-lora/task_mnli_roberta_2024/base_32_5e-05_0.01/peft_rslora_16_0.05_8/metrics.json
kd-lora,mnli,roberta,42,adalora,adalora,1,matched_accuracy,0.7789098318899643,0.814227,558.3012,360.996864,360.996864,1178.599424,1178.599424,2110.162,16.486,3.975276988779725e+16,8,16,0.05,"[8, 4, 2, 1]",roberta,results/kd-lora/task_mnli_roberta_42/base_32_5e-05_0.01/peft_adalora_16_0.05_8/metrics.json
kd-lora,mnli,roberta,42,dora,dora,1,matched_accuracy,0.7972491085073866,0.749571,641.1161,359.93907199999995,359.939072,1346.371584,1346.371584,1837.586,14.356,3.969425954832384e+16,8,16,0.05,"[8, 4, 2, 1]",roberta,results/kd-lora/task_mnli_roberta_42/base_32_5e-05_0.01/peft_dora_16_0.05_8/metrics.json
kd-lora,mnli,roberta,42,lora,lora,1,matched_accuracy,0.7954151808456444,0.740355,463.7375,359.00518399999993,359.005184,1178.599424,1178.599424,2540.459,19.847,3.968591979557683e+16,8,16,0.05,"[8, 4, 2, 1]",roberta,results/kd-lora/task_mnli_roberta_42/base_32_5e-05_0.01/peft_lora_16_0.05_8/metrics.json
kd-lora,mnli,roberta,42,mrlora,mrlora,1,matched_accuracy,0.8190524707080998,0.869427,725.8095,361.91385599999995,361.913856,1855.97952,1855.97952,1623.161,12.681,3.980270210383872e+16,8,16,0.05,"[8, 4, 2, 1]",roberta,results/kd-lora/task_mnli_roberta_42/base_32_5e-05_0.01/peft_mrlora_16_0.05_8/metrics.json
kd-lora,mnli,roberta,42,olora,olora,1,matched_accuracy,0.7929699439633214,0.740355,517.9452,359.529472,359.529472,1186.988032,1186.988032,2274.577,17.77,3.968591979557683e+16,8,16,0.05,"[8, 4, 2, 1]",roberta,results/kd-lora/task_mnli_roberta_42/base_32_5e-05_0.01/peft_olora_16_0.05_8/metrics.json
kd-lora,mnli,roberta,42,rslora,rslora,1,matched_accuracy,0.8039735099337748,0.740355,545.045,359.00518399999993,359.005184,1180.696576,1180.696576,2161.484,16.887,3.968591979557683e+16,8,16,0.05,"[8, 4, 2, 1]",roberta,results/kd-lora/task_mnli_roberta_42/base_32_5e-05_0.01/peft_rslora_16_0.05_8/metrics.json
kd-lora,mrpc,roberta,42,adalora,adalora,1,eval_accuracy,0.678921568627451,0.813458,9.5717,361.178112,361.178112,3458.203648,3458.203648,1149.634,9.089,1502985553182720.0,8,16,0.05,"[32, 16, 8, 4, 2]",roberta,results/kd-lora/task_mrpc_roberta_42/base_32_5e-05_0.01/peft_adalora_16_0.05_8/metrics.json
kd-lora,mrpc,roberta,42,dora,dora,1,eval_accuracy,0.7132352941176471,0.748802,11.0898,360.3507200000001,360.35072,4085.252096,4085.252096,992.261,7.845,1500773275926528.0,8,16,0.05,"[32, 16, 8, 4, 2]",roberta,results/kd-lora/task_mrpc_roberta_42/base_32_5e-05_0.01/peft_dora_16_0.05_8/metrics.json
kd-lora,mrpc,roberta,42,lora,lora,1,eval_accuracy,0.7132352941176471,0.739586,14.8009,360.759296,360.759296,3447.7178880000006,3447.717888,743.47,5.878,1500457998483456.0,8,16,0.05,"[32, 16, 8, 4, 2]",roberta,results/kd-lora/task_mrpc_roberta_42/base_32_5e-05_0.01/peft_lora_16_0.05_8/metrics.json
kd-lora,mrpc,roberta,42,mrlora,mrlora,1,eval_accuracy,0.7328431372549019,0.868658,8.052,361.511424,361.511424,1851.785216,1851.785216,1366.621,10.805,376218398490624.0,8,16,0.05,"[8, 4, 2, 1]",roberta,results/kd-lora/task_mrpc_roberta_42/base_32_5e-05_0.01/peft_mrlora_16_0.05_8/metrics.json
kd-lora,mrpc,roberta,42,olora,olora,1,eval_accuracy,0.7083333333333334,0.739586,8.7759,359.972864,359.972864,3456.106496,3456.106496,1253.884,9.913,1500457998483456.0,8,16,0.05,"[32, 16, 8, 4, 2]",roberta,results/kd-lora/task_mrpc_roberta_42/base_32_5e-05_0.01/peft_olora_16_0.05_8/metrics.json
kd-lora,mrpc,roberta,42,rslora,rslora,1,eval_accuracy,0.7132352941176471,0.739586,8.7939,361.545728,361.545728,3456.106496,3456.106496,1251.316,9.893,1500457998483456.0,8,16,0.05,"[32, 16, 8, 4, 2]",roberta,results/kd-lora/task_mrpc_roberta_42/base_32_5e-05_0.01/peft_rslora_16_0.05_8/metrics.json
kd-lora,qnli,roberta,42,adalora,adalora,1,eval_accuracy,0.8592348526450668,0.813458,249.617,360.129024,360.129024,3433.0378240000005,3433.037824,1258.845,9.843,4.24463876185129e+16,8,16,0.05,"[32, 16, 8, 4, 2]",roberta,results/kd-lora/task_qnli_roberta_42/base_32_5e-05_0.01/peft_adalora_16_0.05_8/metrics.json
kd-lora,qnli,roberta,42,dora,dora,1,eval_accuracy,0.8777228628958448,0.748802,489.5108,360.90675200000004,360.906752,4089.4463999999994,4089.4464,641.925,5.019,4.238390872925798e+16,8,16,0.05,"[32, 16, 8, 4, 2]",roberta,results/kd-lora/task_qnli_roberta_42/base_32_5e-05_0.01/peft_dora_16_0.05_8/metrics.json
kd-lora,qnli,roberta,42,lora,lora,1,eval_accuracy,0.8775398132894014,0.739586,389.0506,360.759296,360.759296,3447.7178880000006,3447.717888,807.682,6.315,4.237500526205338e+16,8,16,0.05,"[32, 16, 8, 4, 2]",roberta,results/kd-lora/task_qnli_roberta_42/base_32_5e-05_0.01/peft_lora_16_0.05_8/metrics.json
kd-lora,qnli,roberta,42,mrlora,mrlora,1,eval_accuracy,0.8865092440051254,0.868658,213.6413,361.11820800000004,361.118208,1843.396608,1843.396608,1470.825,11.501,1.062492633563136e+16,8,16,0.05,"[8, 4, 2, 1]",roberta,results/kd-lora/task_qnli_roberta_42/base_32_5e-05_0.01/peft_mrlora_16_0.05_8/metrics.json
kd-lora,qnli,roberta,42,olora,olora,1,eval_accuracy,0.8791872597473915,0.739586,423.5852,359.972864,359.972864,3451.912192,3451.912192,741.832,5.8,4.237500526205338e+16,8,16,0.05,"[32, 16, 8, 4, 2]",roberta,results/kd-lora/task_qnli_roberta_42/base_32_5e-05_0.01/peft_olora_16_0.05_8/metrics.json
kd-lora,qnli,roberta,42,rslora,rslora,1,eval_accuracy,0.8833974006955885,0.739586,231.8933,359.972864,359.972864,3460.3007999999995,3460.3008,1355.058,10.595,4.237500526205338e+16,8,16,0.05,"[32, 16, 8, 4, 2]",roberta,results/kd-lora/task_qnli_roberta_42/base_32_5e-05_0.01/peft_rslora_16_0.05_8/metrics.json
kd-lora,qqp,roberta,42,adalora,adalora,1,eval_accuracy,0.8479841701706653,0.813458,559.7459,360.332288,360.332288,1178.599424,1178.599424,1950.06,15.237,3.68361048417239e+16,8,16,0.05,"[8, 4, 2, 1]",roberta,results/kd-lora/task_qqp_roberta_42/base_32_5e-05_0.01/peft_adalora_16_0.05_8/metrics.json
kd-lora,qqp,roberta,42,dora,dora,1,eval_accuracy,0.8632451150136038,0.748802,529.9483,358.48806399999995,358.488064,1346.371584,1346.371584,2059.706,16.094,3.67818851745792e+16,8,16,0.05,"[8, 4, 2, 1]",roberta,results/kd-lora/task_qqp_roberta_42/base_32_5e-05_0.01/peft_dora_16_0.05_8/metrics.json
